State,Program/Opportunity Name,"Grade Levels
(Key: 0 - K and under, 13 - over high school)",,Eligibility Requirements,Cost/Funding,Cost/Funding Breakdown,,,,Deadlines,Deadlines,,Website/Link,Category (Type of Opportunity),"Field (Area of Focus)
Original",Delivery Context (Where Offered),Notes,,,,,,,,,,,,,,,,
Arkansas,UA Little Rock Robotics Camps & VEX IQ Camps,6,8,Interested students; sometimes prior experience beneficial; open registration.,Fee (e.g. ~$150 for some camps) for registration; possible scholarships / financial aid depending on host.,150.00,Y,Y,,"Summer schedule; e.g. one camp June 16?20, etc. Registration opens in advance; spaces limited.",,June,https://eac.ualr.edu/robotics-camp/,Academic Program,Technology / Coding,Outside School,In?person; hands?on; includes competition component in robotics; good for building engineering & teamwork skills.,,,,,,,,,,,,,,,,
Arkansas,UA?PTC Youth Tech Science Camps,9,12,Students entering those grade levels; interest in tech/science; application to the host institution.,Cost per camp; likely modest; cost varies by track; sponsors / camp funding may offer aid.,Varies,Y,Y,,Summer camps announced ahead of time; registration deadlines before camp.,,,https://uaptc.edu/tech-science-camp,Academic Program,Technology / Coding,Outside School,"Hands?on, day camps; focuses include robotics, 3D printing, HVAC, CNC etc; good for students interested in applied tech.",,,,,,,,,,,,,,,,
Arkansas,UNITE (AEOP) at University of Arkansas,9,12,Open to students of all backgrounds; application required; interest in STEM; virtual program also has space limits.,Free to accepted students (funded via the AEOP / University),,N,,Privately-funded,Applications accepted April?May,,May,https://aeop.uark.edu/unite/,Academic Program,Technology / Coding,Outside School,"6?week program; hands?on, research oriented; virtual/hybrid setting expected; strong prestige as part of AEOP.",,,,,,,,,,,,,,,,
California,Bright Students Scholarship,12,12,"Good grades, need help",Scholarship,,,,,March,,March,https://www.scholars.com,Scholarship,Multidisciplinary,Outside School,College money,,,,,,,,,,,,,,,,
California,Cal-HOSA,7,12,Join/Launch School chapter,$20 ,20.00,Y,N,,late Feb/Mar,,March,https://www.cal-hosa.org/,Club,Health / Medicine,Through School,,,,,,,,,,,,,,,,,
California,California DECA,9,12,Join a Chapter,Chapter costs vary,Varies,Y,N,,March 1st,,March,https://californiadeca.org/conferences/scdc/,Club,Leadership / Business,At School,Marketing & entrepreneurship competitions,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,California Distinguished Young Women Program,11,12,High school junior/senior girls,,,,,,,,,cadyw.org,Competition,Leadership & Community Service,Through School,Scholarships & leadership development,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,California Dual Enrollment Programs,9,12,Current HS students,,,,,,,,,cde.ca.gov,Academic Program,General Academic,Through School,Dual enrollment opportunities,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,California Key Club,9,12,Open to all students,,,,,,,,,cakeyclub.org,Club,Leadership & Community Service,At School,Service & leadership opportunities,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,California Science Fair,6,12,Win local science fair,Free,,N,,,March,,March,https://csef.usc.edu,Competition,Science,Through School,State science competition,,,,,,,,,,,,,,,,
California,California Science Olympiad,6,12,School teams,Team costs vary,Varies,Y,N,,Spring,Spring,,https://scilympiad.com/,Competition,Science,Outside School,STEM competitions,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,CalSTEM Generative AI courses.,6,12,be a studetent in califonia schools ,free(for the students in Los Angeles County),,N,,,during the school year,Rolling Admission,,https://www.calstem.org/,Academic Program,Technology / Coding,At School,"CalSTEM uses AI to help teach middle and high school students about STEM, to help them learn skills that will be used in their future jobs. They also serve underrepresented groups to close the skills gap between students. through the use of videos and in-peron learning.   ",,,,,,,,,,,,,,,,
California,CIF Sports,9,12,School team member,School pays,,N,,School-funded,Season start,Seasonal,,https://www.cifstate.org,Competition,Sports,At School,High school sports,,,,,,,,,,,,,,,,
California,CJSF Honor Society,7,8,Good grades,$10 membership,10.00,Y,N,,October,,October,https://cjfs.org,Club,Leadership,At School,Middle school honor society,,,,,,,,,,,,,,,,
California,COSMOS,8,12,California Highschool students,Tuition,,Y,N,,Feb 6th,,February,https://cosmos-ucop.ucdavis.edu/app/main,Academic Program,Multidisciplinary,At School,,,,,,,,,,,,,,,,,
California,COSMOS Summer,8,12,Good grades,"$4,000 ",4000.00,Y,N,,February,,February,https://cosmos.ucop.edu,Academic Program,STEM,Outside School,Summer science program,,,,,,,,,,,,,,,,
California,CSSSA,9,12,Application with Audition,"4,830",4830.00,Y,N,,Feb 28th,,February,https://www.csssa.ca.gov/admissions/how-to-apply/,Academic Program,Arts,Through School,,,,,,,,,,,,,,,,,
California,First Robotics California ,9,12,Join a Team,Team costs vary,Varies,Y,N,,March-April,,April,https://cafirst.org/,Club,Technology / Coding,Through School,,,,,,,,,,,,,,,,,
California,Girls Who Code,3,12,Open to Girls & Non-Binary students,Free,,N,,,During School year,Rolling Admission,,https://girlswhocode.com/programs,Club,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
California,HOBY Leadership,9,10,School nomination,$250 ,250.00,Y,N,,November,,November,https://www.hoby.org,Other,Leadership,Through School,Leadership camp,,,,,,,,,,,,,,,,
California,LAUSD and LACCD Dual Enrollment,9,12,all Los Angeles highschool students(if the counsiler agree that there ready for the program),free,,N,,,during the school year,Rolling Admission,,https://schoolcounseling.lausd.org/apps/pages/index.jsp?uREC_ID=4402648&type=d&pREC_ID=2636261,Scholarship,Multidisciplinary,Through School,"this program lets students take college classes while in highschool, offering college credit for free. For a student to sign up, they need to speak with their counselor, and if the counselor agrees, they can take college classes. their is no GPA or requirement to join this program. This program is run through the Los Angeles Community College District and gives students community college credits.",,,,,,,,,,,,,,,,
California,"LAUSD summer of learning(High School Summer Term, Grades 9-12)",9,12,Current Los Angeles Unified students,Free for LAUSD students,,N,,Privately-funded,"June 17 ? July 16, 2025",,July,https://www.lausd.org/Page/19116?utm_source=chatgpt.com,Academic Program,Multidisciplinary,Outside School,"It is a summer class for students who need it. the students can retake any core class that they failed during the school year. this can be done either in person or online, where students can use their summer productively to help achieve their goals. ",,,,,,,,,,,,,,,,
California,Math Counts,6,8,School Chapter,Chapter costs vary,Varies,Y,N,,Feb-Mar,,March,https://mathcounts.org/programs/mathcounts-competition-series,Competition,Math,Through School,,,,,,,,,,,,,,,,,
California,MESA Program,6,12,Interest in STEM,Free,,N,,,September,,September,https://mesa.ucop.edu,Club,STEM,At School,Math and science club,,,,,,,,,,,,,,,,
California,Onsite After-School Programs,1,6,none,unspecifed(But there is a cost I just need to contact them,,Y,N,,none,,,https://sandiego.madscience.org/parents-afterschoolprograms.aspx,Academic Program,Science,Outside School,"for young children to learn more outside of school. you pay for it, but I cannot find the price. there's a few programs that younger kids would probably find interesting ",,,,,,,,,,,,,,,,
California,PTA Reflections,0,12,Make artwork,Small fee,Low,Y,N,,November,,November,https://capta.org,Competition,Arts,Through School,Art contest,,,,,,,,,,,,,,,,
California,San Diego City College (Concurrent Enrollment for High School Students),9,12,Students must maintain a 2.0 grade point average each semester,free,,N,,,"April 24, 2025(for the summer",,April,https://www.sdcity.edu/students/concurrent.aspx,Scholarship,Multidisciplinary,Outside School,"Concurrent Enrollment allows high school students in San Diego County to take college credits. This acts as kickstart to students who want to further their education. there limit of 12 credits per semester, and you can take whatever classes are available  ",,,,,,,,,,,,,,,,
California,San Diego Math Circle,5,12,none,free,,N,,,August 1,,August,https://www.sdmathcircle.org/home,Club,Math,Outside School,to help teach math to students,,,,,,,,,,,,,,,,
California,shared-time program,9,12,unspecifed,free,,N,,,Jan 5,,January,https://www.ocvts.org/sharedtime,Other,Leadership / Business,Outside School,you get on-the-job training for your chosen role. ,,,,,,,,,,,,,,,,
California,SMASH Academy,10,11,Public School min GPA 3.0,Free,,N,,,Varies by year,Varies,,https://www.smash.org/programs/,Academic Program,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
California,Stanford Institute of Medicine,11,12,Bay Area,$40 applicaion fee,40.00,Y,N,,Feb 21st,,February,https://med.stanford.edu/simr/program-information.html,Academic Program,Health / Medicine,Outside School,,,,,,,,,,,,,,,,,
California,Stanford University Summer Programs,7,12,Open to all students,,,,,,,,,summerprogram.stanford.edu,Academic Program,General Academic,Outside School,Academic enrichment camps,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,Summer Arts Program,9,12,Audition required,"$4,000 ",4000.00,Y,N,,February,,February,https://www.csssa.org,Academic Program,Arts,Outside School,Summer arts school,,,,,,,,,,,,,,,,
California,Tech Museum Challenge,6,12,Team registration,$100 per team,100.00,Y,N,,January,,January,https://www.thetech.org,Competition,Technology,Outside School,Engineering competition,,,,,,,,,,,,,,,,
California,UC Berkeley Summer Programs,7,12,Open to all students,,,,,,,,,summer.berkeley.edu,Academic Program,General Academic,Outside School,Academic enrichment camps,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,UC COSNOS,8,12,3.0 GPA and transcript ,"$5,256",5256.00,Y,N,,March 27,,March,https://www.cosmos.uci.edu/,Academic Program,Math,Outside School,A 4 week paid camp where you learn a ton about STEM.,,,,,,,,,,,,,,,,
California,UCLA Summer Programs,7,12,Open to all students,,,,,,,,,summer.ucla.edu,Academic Program,General Academic,Outside School,Academic enrichment camps,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
California,USC Summer Programs,7,12,Open to all students,,,,,,,,,summer.usc.edu,Academic Program,General Academic,Outside School,Academic enrichment camps,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
Colorado,Boettcher Scholarship,12,12,Colorado HS senior; GPA/rigor; essays; recommendations,Scholarship-funded (private),,,,Privately-funded,November,,November,https://boettcherfoundation.org/scholarships/prospective-scholars/,Scholarship,Multidisciplinary,Outside School,Prestigious full-tuition+ scholarship for CO students,,,,,,,,,,,,,,,,
Colorado,Career Pathways & CTE,11,12,unspecifed,free,,N,,,must apply in school,,,https://www.jeffcopublicschools.org/learning/career-college-pathways/career-pathways,Other,Multidisciplinary,Outside School,"CTE engages students and prepares them with the skills they need for fulfilling careers in vital, in-demand, industries and occupations. they can work while in highschool to gain the skills needed to work in some of these fields ",,,,,,,,,,,,,,,,
Colorado,CHSAA Interscholastic Athletics,9,12,Enrolled in member high school; academic & age eligibility; physical,School-funded; $80-$90,85.00,Y,N,School-funded,Seasons by sport (Fall/Winter/Spring); school athletic deadlines,Seasonal,,https://chsaanow.com/,Competition,Sports,At School,State governing body for HS sports across 29+ sports,,,,,,,,,,,,,,,,
Colorado,Colorado 4?H (CSU Extension),6,12,Ages ~8–18; county enrollment,$35; low-cost; scholarship support possible,35.00,Y,Y,,Year-round enrollment; project deadlines vary,Varies,,https://co4h.colostate.edu/,Club,Leadership,Outside School,"Projects across STEM, ag, arts; county/state fairs",,,,,,,,,,,,,,,,
Colorado,Colorado Concurrent Enrollment Programs,9,12,Current HS students,,,,,,,,,highered.colorado.gov,Academic Program,General Academic,On Campus,Dual enrollment opportunities,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
Colorado,Colorado DECA,9,12,Open to all students,,,,,,,,,codeca.org,Club,Business & Entrepreneurship,At School,Marketing & entrepreneurship competitions,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
Colorado,Colorado Distinguished Young Women Program,11,12,High school junior/senior girls,,,,,,,,,codyw.org,Competition,Leadership & Community Service,Through School,Scholarships & leadership development,10/9/2025 2:02,10/9/2025 2:02,,,,,,,,,,,,,,
Colorado,Colorado FFA Association,6,12,Enrollment in agricultural education (CTE) program,School/CTE funded; $7 a year,7.00,Y,N,School-funded,Year-round; convention in late spring,Rolling Admission,,https://www.coloradoffa.org/,Club,Leadership,At School,Intra-curricular leadership and career development,,,,,,,,,,,,,,,,
